SAG,Module_ID,Submodule_ID,16S-based_lineage,Silva_16S_classification,CheckM_classification,Estimated_cell_diameter_µm,"Aassembly_length, bp",Contigs_count,Longest_contig_length,GC_content_%,Genome_completeness_%,Raw_read_count,Field_Sample_ID,Cruise,Feature,Lattitude,Longitude,Depth_m,Sample_collection_date
AG-430-O11,1,1,SAR11_Surface1_Alphaproteobacteria,no SSU regions found,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,<0.5,984387,42,131643,29.36548329,82.0,3329552,SWC-16,GEOTRACES,Over Mid-Atlantic Ridge,26.14 N,-44.83 E,90,11/1/11
AG-919-F03,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;o__;f__;g__;s__,0.29,1117344,29,166905,29.41260704,92.0,2961941,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-325-B10,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,902054,33,145202,29.82925634,82.0,2857194,SWC-03,BiG-RAPA,"Mixed layer, 50% PAR",-23.46 N,-88.77 E,14,12/1/10
AG-898-G21,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.23,1149198,28,339861,29.24978985,87.0,2824531,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-892-K05,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.25,1038353,23,219023,29.53456098,96.0,3555294,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-390-D05,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,<0.5,1067304,45,114307,29.39368727,90.0,3249855,SWC-11,GEOTRACES,Northern edge of Sargasso Sea,36.20 N,-53.31 E,10,5/1/10
AG-913-B21,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.23,977245,38,154395,29.67086043,87.0,3699150,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-920-J04,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.27,1125663,25,251579,29.95292552,89.0,3214177,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-899-J23,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.21,1104271,24,273902,29.33120584,94.0,3431531,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-404-B06,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,1086069,28,230634,29.13212696,85.0,4999377,SWC-08,HOT DCM,HOT DCM region >30% narB (HLII and LLI),23.75 N,-158.00 E,100,11/1/09
AG-916-G19,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.22,1130393,11,469734,28.79768364,96.0,2932274,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-893-L13,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.26,1084004,26,327652,29.065021899999998,93.0,3153155,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-915-G14,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.38,1317965,27,366624,29.24576905,90.0,3552490,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-914-B14,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.2,1203512,39,220215,29.29517944,90.0,2802965,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-365-D07,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,1050652,31,100971,28.81058619,83.0,8670542,SWC-10,BATS DCM,BATS DCM region >30% narB,31.07 N,-64.17 E,100,11/1/09
AG-904-K03,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.38,1348513,26,307964,29.54039004,98.0,3206478,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-404-B04,1,1,SAR11_Surface1_Alphaproteobacteria,no SSU regions found,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,1067204,26,218343,28.82616632,86.0,4819216,SWC-08,HOT DCM,HOT DCM region >30% narB (HLII and LLI),23.75 N,-158.00 E,100,11/1/09
AG-891-L02,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.22,972340,26,241100,29.569595,89.0,3119417,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-390-D15,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,<0.5,1117043,20,137540,28.91419578,98.0,2468663,SWC-11,GEOTRACES,Northern edge of Sargasso Sea,36.20 N,-53.31 E,10,5/1/10
AG-894-J16,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.28,897356,27,168622,29.95366387,80.0,3416600,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-903-K22,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.19,1065989,30,213710,29.84073944,86.0,3264049,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-900-G16,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.36,1309971,17,361958,29.26919756,95.0,2669701,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-287-J18,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.21,1030379,26,146876,29.32552003,87.0,3790259,117 Fiji-Hawaii 2007,3 c.1,equatorial,-3 N,-166 E,15,4/23/07
AG-899-G02,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.23,966357,26,179533,29.36378585,83.0,2918800,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-918-E02,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.35,1261292,26,293732,29.38320389,92.0,2790938,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-896-M10,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.27,1116630,35,139129,29.03450561,80.0,2980226,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-430-K14,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,935726,56,72488,28.54083353,80.0,2721297,SWC-16,GEOTRACES,Over Mid-Atlantic Ridge,26.14 N,-44.83 E,90,11/1/11
AG-913-I22,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.18,871484,27,289199,28.90942347,80.0,3722450,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-349-I05,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,1139341,20,265544,29.26138882,90.0,2476558,SWC-07,HOT ML,HOT Mixed Layer ~25% narB,23.75 N,-158.00 E,5,8/1/09
AG-903-K07,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.25,1070994,12,469591,29.51277038,90.0,5370641,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-894-F03,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.27,1072177,33,423163,29.2034804,82.0,3515736,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-894-I19,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.26,1008417,36,160578,29.40311399,87.0,3678827,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-894-M23,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.21,1042375,44,179513,30.01184794,84.0,3584304,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-909-I04,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.19,948516,37,170045,29.79043053,80.0,3354650,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-917-E05,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.34,1205625,31,152516,29.46222913,90.0,3344489,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-324-B10,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.22,1004259,17,427293,28.94412696,87.0,3164384,121 Fiji-Hawaii 2007,3 c.1,equatorial,-3 N,-166 E,100,4/23/07
AG-447-G05,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11;unresolved,<0.5,1061389,42,100114,29.42578075,81.0,3689909,SWC-19,GEOTRACES,Off the SW coast of South Africa,-34.98 N,16.02 E,20,11/1/10
AG-426-E17,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,1151069,5,966325,28.70192838,100.0,7850863,SWC-15,GEOTRACES,"Off the North American Shelf, SE of WHOI",38.32 N,-68.87 E,90,11/1/11
AG-349-L17,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,<0.5,1216121,25,142309,29.27537638,85.0,10496291,SWC-07,HOT ML,HOT Mixed Layer ~25% narB,23.75 N,-158.00 E,5,8/1/09
AG-893-L06,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.31,1016908,19,329199,29.43452112,85.0,3197458,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AH-321-K15,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.17,1034696,31,178325,28.97769007,88.0,3561365,133 Fiji-Hawaii 2007,5 c.1,equatorial,5 N,-162 E,15,4/26/07
AG-900-E18,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.27,1014459,19,242873,29.5505289,88.0,2797026,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-426-D09,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;o__;f__;g__;s__,<0.5,1170751,18,537790,29.36884103,92.0,2959085,SWC-15,GEOTRACES,"Off the North American Shelf, SE of WHOI",38.32 N,-68.87 E,90,11/1/11
AG-900-I13,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,1.27,1309552,21,282761,29.13148924,99.0,2865478,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-426-K09,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,1234982,31,148696,29.38293837,83.0,3313590,SWC-15,GEOTRACES,"Off the North American Shelf, SE of WHOI",38.32 N,-68.87 E,90,11/1/11
AG-891-A05,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11;unresolved,0.26,1217377,39,227191,29.32583744,90.0,3049152,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-918-K13,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.3,1271315,37,205514,29.18474178,91.0,3059368,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-390-C17,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11;unresolved,<0.5,1292976,24,283344,29.36736645,93.0,2861374,SWC-11,GEOTRACES,Northern edge of Sargasso Sea,36.20 N,-53.31 E,10,5/1/10
AG-439-B12,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,<0.5,1139547,43,116568,28.28167684,85.0,3063007,SWC-18,GEOTRACES,TENATSO time-series station,17.40 N,-24.50 E,72,12/1/11
AG-893-P10,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;o__;f__;g__;s__,0.22,1031115,32,179754,29.189760600000003,89.0,2850383,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-912-C08,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,0.26,1073849,23,238059,29.39044503,89.0,3379965,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-913-E07,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.32,1068253,31,219773,29.33424947,81.0,6524230,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-359-G22,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;o__;f__;g__;s__,<0.5,979437,36,223634,29.22240022,82.0,7757866,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-914-G22,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.2,1038338,37,320493,30.08066737,92.0,2729553,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-912-M06,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.29,1088848,32,146658,29.71085037,87.0,3930703,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-908-I21,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;unresolved,0.31,1122642,42,249475,29.24520907,87.0,3191297,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
AG-905-P05,1,1,SAR11_Surface1_Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;s__Candidatus_Pelagibacter-like_SAR11,0.35,1211492,27,356197,29.27827835,84.0,4568445,SWC-09,BATS ML,BATS Mixed Layer ~20% narB,31.07 N,-64.17 E,10,7/1/09
